snapshot_date,source_url,sha256,rows
2024-12-14,https://data.insideairbnb.com/portugal/lisbon/lisbon/2024-12-14/data/listings.csv.gz,e6c3e5bd03d62be7b9b37e54d77c84ba4f2d98f217a41bab9500c9af02950814,24181
2026-06-23,https://data.insideairbnb.com/portugal/lisbon/lisbon/2026-06-23/data/listings.csv.gz,1845748e8fd26473eb72874bb11110a6ad5d45d24c74c2cea480eb72ddde1bce,24876
