snapshot_date,url
2024-12-14,https://data.insideairbnb.com/portugal/lisbon/lisbon/2024-12-14/data/listings.csv.gz
2026-06-23,https://data.insideairbnb.com/portugal/lisbon/lisbon/2026-06-23/data/listings.csv.gz
